index,name,laDegree,laMinute,loDegree,loMinute
53321,宮川,34,16.7,136,12.5
53326,紀伊長島,34,12.5,136,19.6
53378,尾鷲,34,4.1,136,11.6
53401,熊野新鹿,33,55.9,136,8.3
53416,御浜,33,51.1,135,58.8
54012,粟島,38,27.9,139,15.2
54041,弾崎,38,19.8,138,30.7
54056,高根,38,19.8,139,36.2
54086,村上,38,13.6,139,28.7
54097,三面,38,14.8,139,36.3
54157,相川,38,1.7,138,14.4
54166,両津,38,4.4,138,26.4
54181,中条,38,4.6,139,23.3
54191,下関,38,5.5,139,33.8
54232,新潟,37,53.6,139,1.1
54232,新潟,37,53.3,139,2.9
54236,松浜,37,57.3,139,6.7
54271,羽茂,37,50.5,138,18.8
54296,新津,37,47.5,139,5.2
54301,瓢湖,37,50,139,14.2
54311,赤谷,37,50.1,139,24.9
54341,巻,37,46.1,138,54.8
54387,寺泊,37,38.4,138,46
54396,三条,37,38.4,138,57.3
54406,村松,37,41.8,139,11.3
54421,津川,37,40.3,139,26.8
54462,宮寄上,37,34.8,139,8.4
54472,室谷,37,33,139,22.2
54501,長岡,37,27,138,49.4
54506,栃尾,37,28.5,138,59.5
54541,柏崎,37,21.1,138,33.2
54566,守門,37,20.8,139,2.6
54586,大潟,37,13.5,138,19.5
54606,小国,37,17.5,138,42.1
54616,小出,37,13.6,138,57.8
54621,大湯,37,12.3,139,3.7
54651,高田,37,6.4,138,14.8
54661,安塚,37,6.4,138,27.4
54666,川谷,37,12,138,31
54671,松代,37,7.9,138,36.4
54676,十日町,37,8.6,138,43.6
54711,糸魚川,37,2.6,137,52.5
54721,能生,37,5,138,1.4
54737,筒方,37,1.8,138,20.6
54761,塩沢,37,2.3,138,50.8
54816,関山,36,56,138,13.3
54836,津南,36,59.8,138,41
54841,湯沢,36,56.5,138,48.6
54876,平岩,36,53.2,137,51.8
54892,樽本,36,53.4,138,16.5
55022,朝日,36,56.2,137,33.8
55041,氷見,36,51.8,136,57.6
55056,魚津,36,49.3,137,25.7
55063,宇奈月,36,50.8,137,33.4
55091,伏木,36,47.5,137,3.3
55102,富山,36,42.5,137,12.1
55141,砺波,36,36.6,136,57.3
55151,秋ヶ島,36,38.9,137,11.2
55156,大山,36,36.5,137,17
55166,上市,36,40.2,137,25.4
55191,南砺高宮,36,32.7,136,52.3
55206,八尾,36,34.2,137,9.5
55217,立山芦峅,36,34.6,137,23.1
55252,五箇山,36,25.8,136,56.5
55267,猪谷,36,28.4,137,14.2
56036,珠洲,37,26.8,137,17.2
56052,輪島,37,23.4,136,53.7
56081,門前,37,15.7,136,43.7
56093,三井,37,17.6,136,57.7
56116,志賀,37,8.6,136,43.5
56146,七尾,37,1.8,136,59.5
56176,羽咋,36,53.6,136,46.6
56186,かほく,36,42.7,136,41.5
56192,宝達志水,36,47.3,136,46.1
56227,金沢,36,35.3,136,38
56232,医王山,36,31.2,136,44.7
56276,小松,36,22.9,136,26.1
56286,白山河内,36,23.8,136,37.2
56301,加賀菅谷,36,13.8,136,21.7
56346,白山白峰,36,10.8,136,37.5
56401,舳倉島,37,51,136,55.1
57001,三国,36,14.6,136,10.4
57026,春江,36,8.5,136,13.4
57051,越廼,36,0.7,135,59.4
57066,福井,36,3.3,136,13.3
57071,美山,35,59.9,136,21.5
57082,勝山,36,2.3,136,31.3
57106,武生,35,54.3,136,10.4
57121,大野,35,58.3,136,29.8
57176,九頭竜,35,54.5,136,40.1
57206,今庄,35,46,136,12
57248,敦賀,35,39.2,136,3.7
57286,美浜,35,36,135,55
57311,大飯,35,28.8,135,37
57317,小浜,35,29,135,46.9
60026,柳ケ瀬,35,34.9,136,11.3
60051,今津,35,24.7,136,1.7
60061,長浜,35,25.4,136,14.5
60081,朽木平良,35,18.5,135,49.8
60102,米原,35,23,136,20.6
60116,南小松,35,14.1,135,57.4
60131,彦根,35,16.5,136,14.6
60161,近江八幡,35,7.6,136,5.5
60196,東近江,35,3.7,136,11.4
60216,大津,34,59.5,135,54.7
60226,信楽,34,54.8,136,4.8
60236,土山,34,56.3,136,16.7
61001,間人,35,44.2,135,5.2
61031,峰山,35,37.1,135,4.3
61076,宮津,35,33,135,14.1
61096,坂浦,35,25.1,135,5.2
61111,舞鶴,35,27,135,19
61151,睦寄,35,22.9,135,27.2
61187,福知山,35,18.7,135,6.8
61192,三和,35,13,135,13.9
61196,綾部山家,35,17.8,135,18.9
61201,本庄,35,15.6,135,23.7
61206,美山,35,16.5,135,33
61241,須知,35,10.6,135,25.2
61242,園部,35,6.5,135,27.3
61251,京北,35,10.9,135,39.7
61286,京都,35,0.8,135,43.9
61286,京都,35,0.7,135,44.1
61306,長岡京,34,55.8,135,40.7
61326,京田辺,34,49.8,135,45.6
62016,能勢,34,56.9,135,27.3
62037,茨木,34,51.6,135,33.6
62046,枚方,34,48.5,135,40.3
62051,豊中,34,47,135,26.3
62078,大阪,34,40.9,135,31.1
62078,大阪,34,40.5,135,32.8
62081,生駒山,34,40.5,135,40.6
62091,堺,34,33.3,135,29.1
62096,八尾,34,35.8,135,36
62101,関空島,34,26,135,13.9
62111,河内長野,34,25.4,135,32.6
62131,熊取,34,23.1,135,21
63016,香住,35,37.5,134,37.6
63032,温泉,35,31.7,134,28.8
63051,豊岡,35,32.1,134,49.3
63071,兎和野高原,35,25.9,134,35
63111,大屋,35,19.9,134,39.9
63116,八鹿,35,23.9,134,44.4
63121,和田山,35,19.4,134,50.9
63201,生野,35,10,134,47.5
63216,柏原,35,8.2,135,3.9
63241,佐用,35,1,134,22.1
63251,一宮,35,5.8,134,35.1
63321,福崎,34,57,134,44.9
63331,西脇,34,59.9,134,59.8
63346,後川,35,1.5,135,17.6
63366,上郡,34,51.5,134,22.4
63383,姫路,34,50.3,134,40.2
63411,三田,34,53.7,135,12.7
63461,三木,34,46.6,135,0.8
63477,西宮,34,45,135,20.1
63491,家島,34,40.3,134,31.6
63496,明石,34,41.2,134,52.6
63517,神戸空港,34,37.9,135,13.4
63518,神戸,34,41.8,135,12.7
63518,神戸,34,40.9,135,13.2
63551,郡家,34,28,134,50.9
63571,洲本,34,18.6,134,50.9
63588,南淡,34,13.1,134,43.2
64036,奈良,34,40.4,135,50.2
64036,奈良,34,40.4,135,49.9
64041,針,34,36.3,135,57.1
64056,田原本,34,33.3,135,47.1
64076,曽爾,34,31.3,136,9.5
64091,葛城,34,29.3,135,42.2
64101,大宇陀,34,29.3,135,55.9
64127,五條,34,22.8,135,43.8
64136,吉野,34,22.7,135,54
64161,天川,34,16.2,135,53
64206,上北山,34,8.2,136,0.3
64227,風屋,34,2.7,135,47.2
64236,下北山,34,0.2,135,58
64262,葛川,33,57.2,135,51.4
65021,葛城山,34,20.8,135,26.2
65026,かつらぎ,34,18.6,135,31.7
65036,友ケ島,34,16.8,134,59.9
65042,和歌山,34,13.7,135,9.8
65042,和歌山,34,13.7,135,9.8
65061,高野山,34,13.3,135,35.4
65106,湯浅,34,2.1,135,10.9
65121,清水,34,5.2,135,25.5
65127,護摩壇山,34,2.4,135,34
65162,龍神,33,56.7,135,33.4
65201,川辺,33,53.6,135,13
65226,本宮,33,50.2,135,46.4
65256,栗栖川,33,47.5,135,30.8
65276,新宮,33,41.2,135,58.2
65288,南紀白浜,33,39.7,135,21.8
65306,西川,33,38.3,135,42.6
65311,色川,33,40.5,135,50.9
65321,日置川,33,36.3,135,28.8
65356,潮岬,33,27,135,45.4
66046,上長田,35,17.8,133,43.5
66056,恩原,35,18,133,59.2
66091,千屋,35,6.2,133,26.1
66112,富,35,10.7,133,48.3
66127,奈義,35,6.7,134,10.2
66136,今岡,35,5.9,134,19.5
66171,久世,35,4.1,133,45.2
66186,津山,35,3.8,134,0.5
66221,新見,34,56.6,133,31.1
66226,下呰部,34,57.9,133,37.7
66237,旭西,34,57.7,133,48.7
66251,赤磐,34,55.1,134,4.9
66276,陣山,34,49.7,133,31.4
66287,吉備中央,34,49,133,42.3
66296,福渡,34,52,133,54.2
66306,和気,34,48.9,134,11
66336,高梁,34,47.5,133,36.6
66346,日応寺,34,45.4,133,51.3
66381,佐屋,34,41.1,133,26.7
66391,矢掛,34,37,133,37.1
66408,岡山,34,41.1,133,55.5
66408,岡山,34,39.6,133,54.9
66421,虫明,34,40.9,134,12.4
66446,倉敷,34,35.4,133,46.1
66481,笠岡,34,30.1,133,29.7
66501,玉野,34,29.2,133,57
67016,高野,35,2,132,54.1
67026,道後山,35,3.4,133,11.3
67052,君田,34,55.7,132,49.8
67106,三次,34,48.7,132,51
67116,庄原,34,51.6,133,1.4
67126,東城,34,53.7,133,16.6
67136,八幡,34,42.5,132,10.4
67151,大朝,34,46.1,132,27.8
67161,美土里,34,43.3,132,39.3
67191,油木,34,45.8,133,16.7
67211,王泊,34,41.9,132,18.7
67212,加計,34,36.6,132,19.2
67217,都志見,34,38.8,132,26.6
67231,甲田,34,41.7,132,45.6
67251,上下,34,41.6,133,7
67271,内黒山,34,35.8,132,10.6
67292,三入,34,32.7,132,31.8
67306,安宿,34,34,132,50.3
67316,世羅,34,35,133,3
67326,府中,34,33.7,133,13.9
67351,佐伯湯来,34,29.9,132,17.4
67371,志和,34,29.9,132,39.6
67376,東広島,34,25,132,42
67386,本郷,34,26.1,132,55.1
67401,福山,34,26.8,133,14.8
67421,廿日市津田,34,21.9,132,11.4
67437,広島,34,23.9,132,27.7
67437,広島,34,23.9,132,27.8
67461,竹原,34,19.8,132,58.9
67471,生口島,34,16.7,133,7.4
67496,大竹,34,13.3,132,13.2
67511,呉,34,14.4,132,33
67566,倉橋,34,5.5,132,29.3
67576,呉市蒲刈,34,9.9,132,44.9
68022,西郷,36,12.2,133,20
68046,西郷岬,36,10.7,133,19.4
68056,海士,36,5.8,133,5.8
68091,鹿島,35,31.2,132,59
68121,斐川,35,24.8,132,53.4
68132,松江,35,27.4,133,3.9
68156,出雲,35,19.9,132,43.8
68166,大東,35,19.1,132,57.9
68181,伯太,35,21,133,16.4
68206,佐田,35,13.3,132,43.4
68246,大田,35,11.4,132,29.8
68261,掛合,35,11.8,132,48.9
68276,横田,35,10.4,133,6.2
68286,福光,35,4.2,132,20
68306,赤名,35,0.1,132,42.7
68346,桜江,34,57.2,132,20
68351,川本,34,58.6,132,29.5
68376,浜田,34,53.8,132,4.2
68401,瑞穂,34,51.2,132,31.8
68421,三隅,34,47.7,131,56.9
68431,弥栄,34,46.6,132,6.5
68436,波佐,34,46.8,132,11.8
68456,高津,34,40.5,131,47.4
68462,益田,34,40.6,131,50.6
68501,匹見,34,34.3,132,1
68516,津和野,34,27.7,131,46.2
68541,吉賀,34,23.5,131,53.6
69006,境,35,32.6,133,14.1
69021,塩津,35,31.4,133,34
69041,青谷,35,31.2,133,59.8
69052,湖山,35,31.8,134,9.9
69061,岩井,35,33.5,134,21.6
69076,米子,35,26,133,20.3
69101,倉吉,35,28.4,133,50.3
69111,鹿野,35,24.8,134,1
69122,鳥取,35,29.2,134,14.3
69152,大山,35,23.6,133,32.2
69161,関金,35,22.7,133,45.4
69181,佐治,35,19.7,134,6.8
69196,若桜,35,20,134,24.3
69222,江尾,35,17.3,133,29
69246,智頭,35,15.8,134,14.4
69271,茶屋,35,11.2,133,13.8
71066,池田,34,1.4,133,47.7
71087,穴吹,34,2.4,134,9.4
71106,徳島,34,4,134,34.4
71106,徳島,34,4,134,34.3
71136,半田,33,59.4,134,2.2
71191,京上,33,52,133,54.2
71211,福原旭,33,52.7,134,23.3
71231,蒲生田,33,50.2,134,44.5
71251,木頭,33,46.3,134,11.9
71266,日和佐,33,43.9,134,32.3
71291,海陽,33,36.7,134,21.3
72061,内海,34,28.3,134,16.4
72086,高松,34,19.1,134,3.2
72111,多度津,34,16.5,133,45.1
72121,滝宮,34,14.2,133,55.4
72126,香南,34,12.8,134,0.9
72146,引田,34,12.8,134,24.4
72161,財田,34,7.2,133,46.3
72176,竜王山,34,6.8,134,3
73001,大三島,34,15,133,0.4
73071,玉川,34,1.1,132,56.4
73076,今治,34,3.2,132,58.5
73126,西条,33,54.9,133,4.8
73141,新居浜,33,56.2,133,20.3
73151,四国中央,33,58.9,133,34.9
73152,富郷,33,54.9,133,30.6
73166,松山,33,50.6,132,46.6
73166,松山,33,50.1,132,47.6
73168,松山南吉田,33,49.6,132,41.9
73231,上林,33,44.3,132,53.4
73247,成就社,33,47.7,133,7.9
73256,長浜,33,37,132,28.8
73271,中山,33,38.3,132,42.5
73276,久万,33,39.8,132,53.7
73306,大洲,33,30.5,132,32.1
73321,獅子越峠,33,32.6,132,49.9
73341,瀬戸,33,26.8,132,15.4
73351,八幡浜,33,26.9,132,26
73406,宇和,33,22,132,30.2
73442,宇和島,33,13.6,132,33.1
73446,近永,33,15.2,132,40.5
73516,御荘,32,57.8,132,34.2
74056,本川,33,45.9,133,20.3
74071,本山,33,45.2,133,34.5
74101,池川,33,36.4,133,10.2
74126,繁藤,33,40.7,133,41.1
74136,大栃,33,41.9,133,52.5
74151,魚梁瀬,33,36.9,134,6.5
74166,佐川,33,30.7,133,16.3
74181,高知,33,34,133,32.9
74187,後免,33,35.4,133,38.6
74188,南国日章,33,32.7,133,40.1
74237,船戸,33,25,133,5.3
74238,鳥形山,33,28.8,133,5
74271,安芸,33,29.3,133,56
74276,田野,33,25.6,134,0.4
74296,梼原,33,23.4,132,55.3
74311,須崎,33,23.1,133,16.6
74336,佐喜浜,33,24.7,134,11.9
74361,窪川,33,12.4,133,7.7
74372,室戸岬,33,15.1,134,10.6
74372,室戸岬,33,14.8,134,10.5
74381,江川崎,33,10.2,132,47.5
74391,大正,33,11.6,132,58.3
74436,佐賀,33,4.7,133,6.1
74447,宿毛,32,55.2,132,41.7
74456,中村,32,59.4,132,55.2
74506,三崎,32,47.7,132,52.3
74516,清水,32,43.3,133,0.6
81011,須佐,34,36.9,131,37.4
81071,萩,34,24.6,131,24.3
81116,油谷,34,22.2,131,3.3
81141,篠生,34,18.2,131,34.6
81151,徳佐,34,23.9,131,43.5
81167,羅漢山,34,21,132,3.8
81196,秋吉台,34,14.1,131,18.4
81228,鹿野,34,13.5,131,48.9
81231,広瀬,34,15.7,131,57.1
81266,豊田,34,11.2,131,4.6
81271,東厚保,34,7.1,131,10.9
81286,山口,34,9.7,131,27.7
81301,和田,34,8.9,131,44.1
81321,岩国,34,9.3,132,10.7
81371,防府,34,2.4,131,32
81386,下松,34,0.6,131,52.3
81397,玖珂,34,5.7,132,4.5
81428,下関,33,56.9,130,55.5
81428,下関,33,57.4,130,56.3
81436,宇部,33,55.8,131,16.7
81481,柳井,33,57.5,132,6.8
81486,安下庄,33,54.2,132,17.6
82036,小呂島,33,51.8,130,2.1
82046,宗像,33,48.5,130,32.3
82056,八幡,33,51.1,130,44.6
82068,空港北町,33,50.7,131,2.1
82097,東谷,33,46.7,130,51.9
82101,行橋,33,42.8,130,58.5
82136,飯塚,33,39.1,130,41.6
82171,前原,33,33.6,130,11.4
82182,福岡,33,34.9,130,22.5
82182,福岡,33,34.9,130,22.6
82186,博多,33,35,130,27.1
82191,太宰府,33,29.8,130,29.4
82206,添田,33,33.5,130,51.3
82241,早良脇山,33,29.3,130,21.2
82261,朝倉,33,24.4,130,41.7
82272,英彦山,33,29.3,130,55.4
82306,久留米,33,18.2,130,29.6
82316,耳納山,33,17.5,130,37.5
82317,黒木,33,13.5,130,38.7
82331,柳川,33,9.6,130,24.2
82361,大牟田,33,0.4,130,28
83021,国見,33,40.5,131,35.4
83051,中津,33,35.2,131,14.7
83061,豊後高田,33,34.2,131,26
83096,耶馬渓,33,26.7,131,6.9
83106,院内,33,25.2,131,19
83121,杵築,33,25,131,35.8
83126,武蔵,33,28.7,131,44.2
83137,日田,33,19.3,130,55.7
83191,玖珠,33,17.5,131,9.3
83201,湯布院,33,15.2,131,20.8
83216,大分,33,14.1,131,37.1
83226,佐賀関,33,14.9,131,51.9
83242,椿ヶ鼻,33,11.4,130,54.9
83286,臼杵,33,7.9,131,47.8
83341,犬飼,33,3.9,131,37.9
83371,竹田,32,58.4,131,23.9
83401,佐伯,32,57,131,54.1
83431,宇目,32,50.7,131,40.5
83476,蒲江,32,47.7,131,55.4
84012,鰐浦,34,41.9,129,26.7
84072,厳原,34,11.8,129,17.5
84076,美津島,34,17.1,129,19.8
84121,芦辺,33,48,129,43.3
84122,石田,33,44.9,129,47.1
84171,平戸,33,21.6,129,33
84183,松浦,33,20.5,129,42.7
84266,佐世保,33,9.5,129,43.6
84306,西海,33,0.8,129,39.1
84341,有川,32,58.9,129,7.1
84361,長浦岳,32,54.5,129,44.3
84371,大村,32,55,129,54.8
84441,諫早,32,50.6,130,1.5
84496,長崎,32,44,129,52
84519,雲仙岳,32,44.2,130,15.7
84519,雲仙岳,32,44.2,130,15
84523,島原,32,45.6,130,21.7
84536,福江,32,41.6,128,49.6
84537,上大津,32,39.9,128,49.9
84561,口之津,32,36.7,130,11.6
84597,脇岬,32,34.9,129,46.6
85033,唐津,33,27.5,129,57.3
85046,北山,33,24.8,130,13.2
85106,鳥栖,33,23.1,130,31
85116,伊万里,33,16,129,52.7
85131,大町,33,13.2,130,6.7
85142,佐賀,33,15.9,130,18.3
85161,嬉野,33,7,129,59.7
85166,白石,33,11,130,8.9
85176,川副,33,8.9,130,18.1
86006,鹿北,33,6.9,130,41.5
86066,南小国,33,6.2,131,4
86086,岱明,32,54.9,130,30.7
86101,菊池,32,56.7,130,46.9
86111,阿蘇乙姫,32,56.8,131,2.4
86141,熊本,32,48.8,130,42.4
86141,熊本,32,49.3,130,42.9
86146,益城,32,50.2,130,51.3
86157,南阿蘇,32,49.9,131,0.8
86161,高森,32,49.3,131,7.5
86181,宇土,32,42,130,39.4
86197,山都,32,42.7,130,57.5
86216,三角,32,36.7,130,28.7
86236,甲佐,32,38.7,130,48.6
86271,松島,32,30.9,130,26.8
86316,本渡,32,28.1,130,10.8
86336,八代,32,28.4,130,36.4
86396,田浦,32,21.8,130,30.5
86407,山江,32,18.1,130,44.8
86411,五木,32,23.7,130,49.6
86451,水俣,32,12.3,130,24.4
86461,一勝地,32,14.7,130,38.7
86467,人吉,32,13,130,45.3
86477,上,32,13.5,130,54.3
86478,多良木,32,17.7,130,57
86481,湯前横谷,32,15.8,131,2.6
86491,牛深,32,11.8,130,1.6
87041,高千穂,32,42.7,131,17.4
87066,古江,32,42.7,131,49.2
87071,鞍岡,32,38.6,131,9.4
87086,日之影,32,40.9,131,24.4
87127,諸塚,32,31,131,20.1
87136,北方,32,33.7,131,31.5
87141,延岡,32,34.9,131,39.4
87141,延岡,32,34.7,131,38
87157,椎葉,32,28.5,131,6.2
87181,日向,32,24.5,131,36
87206,神門,32,23.1,131,19.9
87231,西米良,32,14.4,131,9.1
87251,都農,32,17,131,32.5
87293,高鍋,32,7.4,131,28.5
87301,加久藤,32,2.8,130,48.6
87331,西都,32,3.8,131,24.8
87346,えびの,31,56.7,130,50.4
87352,小林,32,0,130,57.2
87361,野尻,31,57.4,131,9.4
87371,国富,32,0.4,131,17.8
87376,宮崎,31,56.3,131,24.8
87406,田野,31,50.6,131,18.5
87412,赤江,31,52.6,131,26.9
87426,都城,31,43.8,131,4.9
87461,深瀬,31,38.2,131,15
87492,油津,31,34.7,131,24.4
87492,油津,31,35.8,131,24.5
87501,串間,31,27.9,131,13.2
88061,阿久根,32,1.6,130,12
88066,出水,32,5.6,130,21.1
88081,大口,32,2.8,130,37.6
88101,紫尾山,31,58.8,130,22
88107,さつま柏原,31,55,130,27.3
88131,中甑,31,50.1,129,52
88151,川内,31,50,130,18.9
88166,溝辺,31,48.2,130,43.1
88211,八重山,31,44.8,130,26.3
88261,東市来,31,40.1,130,19.7
88286,牧之原,31,39.7,130,50.6
88317,鹿児島,31,33.3,130,32.8
88331,輝北,31,35.3,130,51.3
88341,大隅,31,34.8,131,0.3
88371,加世田,31,24.9,130,19.5
88392,吉ケ別府,31,27.5,130,51.7
88406,志布志,31,28.7,131,5.7
88432,喜入,31,23.2,130,32.4
88442,鹿屋,31,23.5,130,51.8
88447,肝付前田,31,20.4,130,56.3
88466,枕崎,31,16.3,130,17.5
88486,指宿,31,15,130,38.2
88506,内之浦,31,16.6,131,3.3
88536,田代,31,11.9,130,50.6
88551,佐多,31,5.6,130,41.4
88612,種子島,30,43.2,130,58.9
88621,中種子,30,36.3,130,59.5
88666,上中,30,24.4,130,54.1
88686,屋久島,30,23.1,130,39.5
88706,尾之間,30,14.1,130,33.3
88736,中之島,29,50.4,129,52
88746,平島,29,41,129,31.7
88756,諏訪之瀬島,29,36.6,129,42.3
88776,小宝島,29,13.5,129,19.7
88781,宝島,29,9.1,129,12.1
88821,笠利,28,25.8,129,42.7
88836,名瀬,28,22.7,129,29.7
88851,喜界島,28,19.2,129,55.6
88901,古仁屋,28,8.6,129,18.9
88931,天城,27,50.1,128,52.8
88956,伊仙,27,40.6,128,58.4
88971,沖永良部,27,25.9,128,42.3
88986,与論島,27,2.6,128,24.1
91011,伊是名,26,56.9,127,56.4
91021,奥,26,50.1,128,16.3
91046,国頭,26,43.7,128,10.7
91066,本部,26,41.1,127,53.9
91081,東,26,37.9,128,9.2
91096,粟国,26,35.5,127,14.3
91107,名護,26,35.6,127,57.9
91121,読谷,26,24.4,127,44
91141,北原,26,21.8,126,42.8
91146,久米島,26,20.2,126,48.2
91151,渡名喜,26,22.4,127,8.5
91161,胡屋,26,19.6,127,48.3
91166,宮城島,26,21.8,127,58.3
91181,渡嘉敷,26,12.6,127,21.8
91197,那覇,26,12.4,127,41.2
91236,安次嶺,26,11.6,127,38.3
91241,糸数,26,9.2,127,45.9
92006,北大東,25,56.6,131,19.6
92011,南大東,25,49.7,131,13.7
92012,旧東,25,50.8,131,15.8
93012,下地島,24,49.6,125,8.6
93041,宮古島,24,47.6,125,16.7
93042,鏡原,24,46.9,125,17.7
93051,城辺,24,44.6,125,24.6
93062,仲筋,24,39.2,124,40.5
