86156,阿蘇山,32,52.8,131,4.4
94001,伊原間,24,30.5,124,16.8
94062,西表島,24,25.6,123,45.9
94081,石垣島,24,20.2,124,9.8
94101,大原,24,15.9,123,52.3
94107,与那国島,24,28.0,123,0.6
94116,波照間,24,3.3,123,46.0
